Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
156267,mapcore.org,0.002838687%,61.12%,"203,448",00:05:45,3.63,29.16%,
41532,prestonwood.org,0.002811523%,12.24%,"509,463",00:02:50,2.67,24.65%,
Estimated Visits,esotericarchives.com,0.002811322%,-36.45%,284,307,00:01:55,1.84,66.24%,
93562,hyesingles.com,0.002801818%,-17.69%,"155,139",00:10:59,12.27,10.42%,Yes
124393,4honline.com,0.002801594%,6.55%,"96,648",00:06:37,13.03,39.32%,
40349,14erskiers.com,0.002795732%,0.63%,"469,159",00:03:45,5.93,42.05%,Yes
61233,matchdoctor.com,0.002791151%,-39.07%,"178,264",00:06:38,11.21,48.47%,Yes
41217,ahgonline.org,0.002753625%,-6.63%,"311,688",00:02:33,4.84,39.96%,
38635,spookywoods.com,0.002742807%,,"855,356",00:02:36,2.66,31.93%,
86377,nderf.org,0.002725874%,-3.35%,"288,031",00:04:52,3.07,41.05%,
88557,worshipplanning.com,0.002697914%,-11.41%,"192,951",00:05:37,5.03,35.74%,
208748,xlnation.net,0.002695297%,-31.22%,"84,037",00:06:40,16.99,35.78%,Yes
754368,buzzarab.com,0.002694447%,-38.32%,"18,189",00:13:45,21.57,9.54%,Yes
37901,hot8yoga.com,0.002679150%,40.30%,"584,106",00:02:57,3.91,14.15%,
40237,newsfund.org,0.002664696%,,"897,118",00:06:47,5.18,40.40%,
56786,myboomerplace.com,0.002663892%,9.52%,"174,969",00:14:31,29.64,12.33%,
68715,motionworship.com,0.002653305%,-20.66%,"195,735",00:05:37,6.89,27.66%,
60610,creepyhollows.com,0.002646445%,,"240,965",00:16:31,19.13,35.73%,
49083,citizensclimatelobby.org,0.002644928%,53.92%,"395,177",00:05:35,3.81,43.75%,
395623,zakerin.ir,0.002643831%,,"140,933",00:06:31,4.69,47.03%,
51317,seekingmillionaire.com,0.002641444%,9.61%,"256,864",00:06:49,9.08,28.92%,
41114,emowire.com,0.002627793%,,"440,889",00:25:47,21.18,18.96%,Yes
Estimated Visits,dialectsarchive.com,0.002627632%,-2.74%,268,649,00:02:18,5.13,49.80%,
54822,felisfire.com,0.002602122%,-18.23%,"176,205",00:11:56,22.81,9.20%,
143953,mexicancupid.com,0.002579713%,-24.20%,"97,492",00:12:43,13.59,28.57%,Yes
384739,aurora-israel.co.il,0.002542090%,-24.97%,"58,181",00:08:49,4.01,40.00%,Yes
41525,kindcampaign.com,0.002540939%,47.18%,"600,708",00:03:54,2.77,19.64%,
234536,incmedia.org,0.002538552%,-18.41%,"156,578",00:06:33,3.70,27.55%,
45824,habausa.com,0.002534850%,46.76%,"637,883",00:04:46,2.97,45.00%,
36744,mission68.org,0.002524366%,38.24%,"637,994",00:03:47,3.01,29.22%,
104698,lubeyourtube.com,0.002521962%,6.13%,"92,681",00:04:41,26.78,40.79%,
38455,almy.com,0.002520916%,-22.38%,"250,353",00:05:46,8.85,15.80%,
40614,projectfixup.com,0.002513410%,,"531,099",00:03:39,3.53,41.49%,
4782636,loveplanet.ru,0.002509421%,-36.01%,"3,146",00:08:31,10.54,19.93%,
37205,oneoc.org,0.002477135%,49.53%,"522,849",00:04:37,3.84,50.74%,
58689,mountaindogdiet.com,0.002465023%,,"451,794",00:04:37,3.69,23.64%,
60417,shoyoroll.com,0.002459239%,,"483,862",00:05:43,10.12,13.68%,
127450,homotrophy.com,0.002447226%,-24.44%,"140,682",00:02:52,5.81,47.24%,
Estimated Visits,ex-christian.net,0.002446902%,16.32%,477,638,00:02:32,7.03,78.69%,
35647,idontdoclubs.com,0.002439909%,-22.39%,"470,582",00:02:54,2.74,44.81%,Yes
34081,nccomicon.com,0.002430650%,,"500,296",00:02:46,3.49,45.61%,
61676,themesrec.tumblr.com,0.002429274%,7.97%,"339,622",00:04:45,3.52,49.02%,
35530,ngumc.org,0.002423456%,22.15%,"657,519",00:02:47,2.93,48.98%,
90118,vedabase.com,0.002421395%,12.71%,"220,532",00:08:32,6.21,36.87%,
56350,12stone.com,0.002420686%,-21.46%,"218,476",00:04:53,4.85,32.02%,
33995,jewishcleveland.org,0.002417717%,-17.47%,"172,495",00:09:52,6.15,38.42%,
68476,decoz.com,0.002414724%,-12.61%,"247,983",00:05:39,5.24,47.76%,
75599,privatesociety.com,0.002405912%,-22.24%,"214,703",00:03:47,8.85,16.67%,
33252,jcgstore.com,0.002372421%,,"619,411",00:03:53,6.53,17.21%,
32457,is318.org,0.002326104%,,"678,069",00:13:31,10.41,8.50%,
40306,neurotree.org,0.002288915%,41.67%,"469,162",00:02:34,5.79,38.33%,
35018,eadventist.net,0.002288324%,-2.70%,"221,836",01:21:38,39.11,11.24%,
45130,bighuman.com,0.002270807%,31.83%,"569,400",00:03:53,3.13,30.18%,
54092,peaceloveshea.com,0.002234224%,-15.30%,"160,506",00:02:50,31.71,37.15%,
Estimated Visits,theprudenthomemakerblog.blogspot.com,0.002234214%,4.04%,750,973,00:01:46,1.06,67.24%,
45859,groupie.co,0.002228003%,-12.95%,"467,891",00:14:42,6.02,9.86%,Yes
41238,anonsol.net,0.002227018%,,"406,193",00:25:58,7.28,0.00%,
36606,zobha.com,0.002216207%,17.02%,"476,830",00:03:33,6.70,29.27%,
50460,fundraising.com,0.002214742%,-23.57%,"282,736",00:03:40,3.59,49.07%,
43392,armenianbd.com,0.002203457%,-19.29%,"338,929",00:05:38,8.09,10.59%,
33488,ndcc.tv,0.002203181%,20.68%,"412,306",00:17:53,16.09,22.37%,
39989,theworkofthepeople.com,0.002198569%,-9.15%,"395,705",00:05:52,4.72,27.81%,
84288,phanfic.tumblr.com,0.002183605%,3.59%,"422,926",00:04:32,3.06,47.35%,
41836,rolcc.net,0.002174067%,36.87%,"517,444",00:03:49,2.64,34.50%,
30149,metrogreek.com,0.002139198%,8.59%,"473,710",00:02:48,6.80,31.96%,
110191,omidyar.com,0.002137566%,-14.93%,"248,476",00:03:37,3.25,40.51%,
937761,meeticaffinity.fr,0.002133125%,5.25%,"20,996",00:52:56,48.63,15.43%,
30030,districtsports.org,0.002132694%,-24.87%,"387,292",00:03:55,4.74,20.73%,
61947,letterstocrushes.com,0.002129095%,-46.64%,"300,052",00:04:38,6.34,45.76%,
32931,missionstclare.com,0.002107169%,-27.81%,"443,352",00:03:39,2.67,24.66%,
31492,thrillvania.com,0.002100334%,,"1,179,339",00:02:41,2.60,44.36%,
77335,edlea.com,0.002094790%,,"465,736",00:03:39,3.26,35.18%,
Estimated Visits,seiyaku.com,0.002094682%,11.91%,538,182,00:01:34,2.06,72.42%,Yes
32580,reno4x4.com,0.002083821%,18.77%,"687,110",00:04:58,3.06,34.73%,
28954,tometender.blogspot.com,0.002075628%,-7.23%,"536,615",00:10:47,3.31,22.58%,Yes
39782,ardysslife.com,0.002070890%,-20.65%,"343,732",00:02:52,2.57,37.76%,
43744,drjoedispenza.com,0.002062082%,-20.19%,"413,111",00:03:33,3.09,39.92%,
35744,womenonguard.com,0.002044075%,36.88%,"560,120",00:02:45,6.47,47.46%,
40865,wordner.com,0.002027603%,21.23%,"448,489",00:03:47,5.48,22.68%,
168382,scotlandspeople.gov.uk,0.002025682%,11.28%,"85,087",00:12:42,14.89,25.05%,
32302,identifyus.org,0.002024017%,27.17%,"567,163",00:04:50,4.84,39.70%,
5945848,adopteunmec.com,0.002020363%,-36.12%,"3,396",00:20:33,24.31,18.62%,
29089,wordswithfriendscheat.com,0.002020342%,,"880,106",00:02:43,4.67,19.70%,Yes
76707,ywam.org,0.002016400%,-4.09%,"271,675",00:05:41,6.34,38.64%,
29952,arrowheadology.com,0.002006875%,,"578,154",00:05:46,11.27,48.74%,Yes
28505,blackswanyoga.com,0.002001929%,-0.77%,"596,478",00:03:57,5.61,28.02%,
1431338,arhiblog.ro,0.001999908%,30.54%,"44,941",00:04:31,2.63,46.88%,
160224,ualadys.com,0.001997784%,-26.88%,"104,357",00:05:37,8.33,23.08%,
1885735,wday.ru,0.001995414%,-20.89%,"19,458",00:02:45,3.10,48.35%,
29419,jccgw.org,0.001994179%,,"532,325",00:05:51,5.33,44.58%,
32905,worldrelief.org,0.001991726%,-9.72%,"554,182",00:02:48,2.80,37.35%,
493510,miastral.com,0.001989152%,-32.58%,"69,906",00:04:44,3.06,28.46%,Yes
61931,graceloveslace.com.au,0.001983004%,14.28%,"271,660",00:03:52,6.32,20.70%,
74534,annotary.com,0.001979059%,-35.59%,"250,227",00:03:47,3.61,50.00%,
38069,cor.org,0.001977935%,-38.93%,"323,677",00:02:35,3.60,38.94%,
28661,mycatholicfaithdelivered.com,0.001971475%,-2.38%,"266,475",00:16:54,17.14,13.29%,
Estimated Visits,ripple.org,0.001971179%,-35.75%,214,974,00:00:35,5.75,6.25%,
47721,freerotator.com,0.001957590%,19.98%,"419,980",00:03:50,4.34,34.70%,
29842,daysforgirls.org,0.001944003%,,"865,815",00:02:55,3.16,38.00%,
27078,ringsonourfingers.com,0.001936171%,,"673,408",00:13:43,10.89,27.17%,
110655,sports2watch.com,0.001928489%,-19.12%,"191,383",00:13:45,5.74,30.00%,
27487,ghymca.org,0.001919216%,16.52%,"520,820",00:03:56,7.25,33.55%,
2085688,finya.de,0.001908695%,-7.07%,"9,174",00:30:37,20.63,7.66%,
30055,titepants.tumblr.com,0.001905340%,,"798,951",00:05:50,6.89,27.91%,
722520,ptcircle.com,0.001903368%,-47.53%,"14,477",00:12:44,10.50,20.41%,
29595,ancestrybydna.com,0.001888049%,,"1,308,081",00:02:59,4.19,30.00%,
38601,chinuch.org,0.001865125%,-31.44%,"271,421",00:03:55,5.43,46.58%,
81431,impactstory.org,0.001861994%,,"295,106",00:03:44,4.85,27.48%,
26819,wanderingjustin.com,0.001860394%,,"866,707",00:11:50,3.31,48.14%,
26779,circlebacklending.com,0.001846256%,,"1,198,133",00:03:49,3.58,28.24%,
Estimated Visits,aninchofgray.blogspot.com,0.001846179%,-21.89%,610,100,00:00:21,0.93,73.15%,Yes
30796,phisigmapi.org,0.001840720%,2.59%,"610,684",00:02:44,5.88,37.26%,
42057,cegamer.com,0.001818779%,,"793,550",00:08:35,7.17,19.74%,
32143,ysearch.org,0.001817596%,15.36%,"405,244",00:08:53,15.39,22.58%,
39295,flannel.org,0.001812677%,-20.67%,"382,285",00:03:55,3.24,47.44%,
32972,kaakateeya.com,0.001798158%,,"628,413",00:14:38,12.11,4.52%,
31372,godaven.com,0.001797762%,,"538,087",00:02:36,4.39,50.86%,Yes
28670,ldsjournal.com,0.001794914%,4.31%,"592,276",00:02:53,3.15,23.49%,
1698055,dating.ru,0.001757716%,,"9,320",00:09:45,10.67,34.57%,
118540,faforever.com,0.001753725%,,"213,989",00:04:50,4.80,46.60%,Yes
24785,northbet.ag,0.001749251%,-57.34%,"241,835",00:14:32,8.66,10.14%,
26455,mpac.org,0.001746678%,,"1,105,992",00:05:39,3.83,44.35%,
24476,scienceclubforgirls.org,0.001744289%,-19.40%,"482,807",00:03:53,5.29,40.74%,
26997,ajli.org,0.001735661%,-25.61%,"393,039",00:02:55,7.87,50.00%,
24870,myfountainsquare.com,0.001732086%,12.40%,"741,032",00:02:42,4.08,39.08%,
25901,amigoslink.org,0.001730782%,-0.49%,"544,321",00:03:40,3.73,30.03%,
24831,llagaming.net,0.001726602%,,"911,197",00:09:59,3.47,28.15%,
28103,belenjesuit.org,0.001721755%,,"473,015",00:02:36,4.49,33.73%,
Estimated Visits,spot-the-differences.com,0.001721537%,,699,621,00:02:53,1.30,72.22%,Yes
24354,clausnet.com,0.001711564%,,"1,815,987",00:04:46,4.32,12.55%,Yes
27648,mcknight.org,0.001709881%,,"759,141",00:02:43,2.67,47.24%,
26493,mtctrains.com,0.001705050%,,"697,049",00:02:52,4.32,27.78%,
40699,zonta.org,0.001699825%,,"643,266",00:02:40,4.86,50.51%,
74573,witness.org,0.001691509%,,"290,157",00:03:52,3.22,45.45%,
24218,grand-benedicts.com,0.001666487%,,"644,628",00:02:41,3.60,49.04%,
23836,emodal.com,0.001662791%,-29.97%,"478,010",00:03:44,3.78,17.79%,
23406,hauntedoverload.com,0.001660177%,,"1,944,399",00:02:58,6.17,10.86%,
23736,revpart.com,0.001651243%,-25.02%,"422,556",00:07:56,7.51,38.97%,
23177,trsga.com,0.001636795%,-18.80%,"629,566",00:03:39,3.45,34.78%,
27020,disciples.org,0.001632703%,-0.86%,"690,529",00:02:56,2.68,44.26%,
26207,zaporacle.com,0.001628581%,,"952,245",00:03:46,2.64,46.28%,
26735,niaf.org,0.001625177%,,"571,937",00:02:56,4.21,44.83%,Yes
32112,pioneers.org,0.001610264%,,"594,540",00:02:45,2.77,37.01%,
Estimated Visits,sadefensejournal.com,0.001610168%,,907,270,00:01:08,1.09,77.65%,
23157,liturgy.com,0.001609812%,-2.66%,"392,841",00:12:45,10.75,31.91%,
23388,shop.umc.org,0.001607241%,-26.18%,"496,586",00:04:51,5.03,37.90%,
29112,bethany.com,0.001602507%,,"621,423",00:04:53,5.39,22.62%,
29242,sumutoko.com,0.001598512%,,"511,856",00:02:43,7.76,37.14%,
