Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
124193,scitraining.com,0.004626370%,-6.87%,"151,400",00:04:45,4.86,40.66%,
113284,gradebuddy.com,0.004607616%,26.05%,"218,813",00:04:38,4.89,32.40%,
299563,southeast.edu,0.004584059%,26.26%,"97,517",00:03:46,2.67,45.73%,
405303,gordon.edu,0.004531031%,12.49%,"66,551",00:02:47,3.37,43.03%,
205303,kipp.org,0.004517635%,24.63%,"96,277",00:02:33,3.02,50.32%,
113681,evc.edu,0.004511947%,-23.22%,"159,912",00:03:37,3.39,41.85%,
114187,homechef.com,0.004494744%,70.47%,"256,966",00:02:39,5.67,35.71%,
378804,learnerstv.com,0.004471370%,-0.81%,"68,595",00:03:32,2.84,48.55%,
226908,sage.edu,0.004458057%,11.12%,"101,012",00:02:41,2.99,49.24%,
168971,usalearns.org,0.004432104%,-12.33%,"47,752",00:14:58,35.45,23.77%,Yes
114628,atlanticiaschools.org,0.004420501%,-22.55%,"159,330",00:02:42,4.53,29.23%,
148080,orange.k12.nj.us,0.004414842%,0.92%,"120,798",00:03:40,4.54,46.10%,
128502,headroyce.org,0.004391153%,-7.06%,"164,044",00:05:57,4.22,24.47%,
10310570,104.com.tw,0.004376648%,8.59%,"1,677",00:04:35,5.48,50.23%,
Estimated Visits,hopkinsschools.org,0.004374809%,6.66%,117,573,00:01:33,2.14,54.03%,
181067,gsw.edu,0.004338484%,-16.64%,"125,696",00:02:42,2.54,50.84%,
137060,cvschools.org,0.004311791%,-22.79%,"102,625",00:05:42,8.39,23.93%,
190271,sonlight.com,0.004288700%,-18.31%,"96,862",00:03:42,4.58,46.22%,
177229,lssu.edu,0.004270208%,32.31%,"178,631",00:03:52,3.67,45.46%,
111352,medreps.com,0.004266899%,3.47%,"153,372",00:07:45,8.88,25.16%,
115465,march2success.com,0.004264603%,19.58%,"172,373",00:07:38,5.03,23.76%,
107117,jobsatosu.com,0.004257193%,15.82%,"153,814",00:05:43,9.37,10.72%,
384300,edgewood.edu,0.004238367%,-15.91%,"64,198",00:02:37,2.94,46.99%,
114745,bountyjobs.com,0.004232660%,-25.31%,"149,620",00:05:33,4.56,36.96%,
103446,masscue.org,0.004190011%,84.27%,"354,743",00:02:31,2.65,30.94%,
184334,archchinese.com,0.004174152%,19.73%,"134,540",00:07:59,8.22,36.85%,
581893,englishcentral.com,0.004174131%,-7.14%,"52,389",00:04:49,5.10,47.99%,
157669,questiaschool.com,0.004173940%,28.72%,"131,348",00:09:51,9.45,14.13%,
136398,mmm.edu,0.004168921%,26.12%,"142,216",00:02:53,9.09,30.78%,
224430,rose.edu,0.004157772%,-1.02%,"76,728",00:03:54,3.34,36.46%,
300631,fanatec.com,0.004153172%,33.56%,"85,161",00:03:57,5.70,29.21%,
126804,herricks.org,0.004150392%,24.58%,"184,606",00:03:33,4.31,22.92%,
255163,hfcc.edu,0.004143438%,-18.75%,"68,956",00:03:45,3.00,48.33%,
185155,sbusd.org,0.004132573%,-15.85%,"84,267",00:03:45,2.74,39.54%,
109211,jobs.hasbro.com,0.004121143%,33.01%,"265,255",00:02:36,3.49,47.00%,
105298,cesjds.org,0.004102318%,-18.79%,"167,844",00:03:37,4.49,25.25%,
101184,tutoringzone.com,0.004055342%,1.63%,"239,398",00:03:36,3.12,10.03%,
132412,wlac.edu,0.004048044%,-28.06%,"114,290",00:02:49,3.41,45.98%,
Estimated Visits,pmi.edu,0.004047771%,8.78%,115,596,00:03:45,3.96,43.84%,
100382,jobs.bonsecours.com,0.004043613%,2.95%,"174,671",00:03:38,5.04,42.87%,
324620,mcphs.edu,0.004034292%,25.48%,"72,924",00:03:34,3.54,37.56%,
183912,spelman.edu,0.004014195%,-23.96%,"67,533",00:03:32,3.23,47.20%,
297554,wilkes.edu,0.003985025%,6.03%,"70,649",00:02:44,2.79,44.00%,
636779,eslpod.com,0.003977997%,-41.73%,"44,885",00:03:40,3.46,40.61%,
109128,sjcc.edu,0.003964309%,5.00%,"205,119",00:03:42,3.33,40.66%,
303449,lawrenceville.org,0.003956192%,19.98%,"110,370",00:02:38,3.46,41.32%,
101333,jobs.princeton.edu,0.003955691%,-5.00%,"139,066",00:04:39,7.07,43.40%,
113662,texasteachers.org,0.003955652%,-13.83%,"108,506",00:12:35,16.92,30.12%,
102530,inverhills.edu,0.003948604%,-9.46%,"210,357",00:02:55,2.95,39.99%,
98333,doccafe.com,0.003921979%,5.67%,"181,341",00:03:34,5.73,50.17%,
651052,winwin.co.il,0.003915601%,-26.02%,"40,356",00:04:52,4.20,31.02%,Yes
185801,endicott.edu,0.003897528%,23.40%,"111,686",00:02:55,3.00,43.77%,
95705,learningpoint.org,0.003879250%,-30.77%,"147,158",00:03:44,4.95,15.85%,
158948,unis.org,0.003874268%,-3.57%,"131,559",00:02:38,2.98,21.78%,
192992,oprfhs.org,0.003854150%,-2.83%,"121,648",00:02:51,3.47,43.47%,
101699,doterrauniversity.com,0.003846732%,15.24%,"204,317",00:04:38,4.88,38.93%,
100064,westg.org,0.003840910%,-3.94%,"165,299",00:02:34,4.65,32.49%,
298434,augsburg.edu,0.003822784%,20.27%,"92,433",00:02:49,3.15,45.60%,
94092,mnmsa.org,0.003817292%,65.15%,"235,336",00:05:51,5.43,18.75%,
Estimated Visits,workfolio.com,0.003816940%,,437,619,00:02:18,3.32,59.97%,
120577,txwes.edu,0.003810307%,-6.42%,"123,998",00:04:58,3.45,42.22%,
96632,uhaulhr.com,0.003806291%,-6.92%,"100,090",00:15:43,18.82,19.11%,
95483,psu.jobs,0.003770547%,27.21%,"256,099",00:02:40,3.51,15.59%,
4673467,computrabajo.com.mx,0.003751240%,14.36%,"4,543",00:05:54,6.47,40.44%,Yes
171962,bennington.edu,0.003737617%,5.92%,"146,656",00:02:53,3.02,40.39%,
122136,mssu.edu,0.003736679%,10.11%,"204,916",00:03:51,3.38,49.18%,
91251,engage2learn.org,0.003714307%,90.87%,"311,508",00:12:58,7.41,9.21%,
209721,govst.edu,0.003701500%,-7.12%,"83,042",00:03:58,3.19,36.30%,
263872,netsko.net,0.003692975%,,"3,150,200",00:04:43,5.09,9.80%,
255942,myohsaa.org,0.003671456%,-6.50%,"131,705",00:05:38,6.12,27.54%,
103076,ncnm.edu,0.003646288%,45.63%,"242,702",00:03:49,3.53,42.32%,
93660,portnet.k12.ny.us,0.003644274%,24.04%,"199,569",00:02:35,2.87,50.81%,
88795,hsasa.org,0.003606331%,,"493,690",00:06:44,11.63,17.45%,
91452,jobs.ncsu.edu,0.003593611%,-19.89%,"156,701",00:04:32,6.41,45.03%,
207902,sxu.edu,0.003583797%,12.19%,"146,388",00:02:56,2.81,40.83%,
162705,susqu.edu,0.003556325%,25.85%,"159,051",00:03:33,4.19,48.21%,
87013,hsnature.org,0.003541901%,-7.46%,"182,616",00:06:31,9.24,11.94%,
88145,jobsinminneapolis.com,0.003525442%,-5.54%,"179,832",00:05:42,7.04,48.76%,
102961,dctc.edu,0.003522179%,28.46%,"255,568",00:02:45,4.12,46.40%,
97651,castilleja.org,0.003510142%,-18.70%,"189,889",00:03:55,3.39,24.62%,
146004,portage.k12.wi.us,0.003485004%,19.10%,"144,550",00:03:54,3.01,33.33%,
Estimated Visits,ignatius.edu,0.003484334%,-7.16%,236,989,00:02:03,2.01,43.82%,
161236,olentangy.k12.oh.us,0.003481531%,4.26%,"158,339",00:02:39,2.61,47.93%,
85481,myinfinitec.org,0.003479643%,-36.21%,"117,202",00:10:41,7.34,21.87%,
484587,flvc.org,0.003475889%,0.82%,"62,412",00:02:38,3.55,47.73%,
6201714,manchester.ac.uk,0.003425797%,-28.31%,"4,341",00:02:38,4.01,45.86%,
229304,etown.edu,0.003421395%,15.67%,"121,650",00:02:38,2.87,45.36%,
86244,rxprep.com,0.003416461%,,"210,402",00:08:39,5.23,11.48%,
92717,nshss.org,0.003412768%,-16.05%,"165,760",00:02:56,3.75,48.08%,
159690,otis.edu,0.003411894%,-19.19%,"103,258",00:03:46,3.44,44.36%,
117973,assessment.com,0.003406490%,-13.90%,"81,654",00:11:44,24.43,18.94%,
128055,delbarton.org,0.003405943%,46.66%,"250,143",00:05:59,2.54,35.81%,
100431,sjaweb.org,0.003396392%,-22.31%,"204,053",00:04:39,3.99,40.29%,
86093,learningupgrade.com,0.003383691%,3.30%,"282,096",00:05:42,3.18,47.43%,
90632,stylecareers.com,0.003379748%,0.74%,"159,078",00:06:34,10.61,22.02%,
106766,tssaa.org,0.003377898%,87.79%,"225,333",00:03:38,3.90,34.22%,
97997,lths.net,0.003370904%,2.82%,"194,130",00:02:57,5.06,39.76%,
101263,1plus1plus1equals1.com,0.003352827%,-26.18%,"185,627",00:05:46,3.77,33.96%,Yes
98778,fairmont.k12.mn.us,0.003350652%,-29.66%,"149,321",00:04:32,10.33,14.29%,
108240,bmes.org,0.003341912%,16.62%,"225,900",00:02:40,3.09,43.86%,
84845,fdtc.edu,0.003334048%,-9.56%,"192,511",00:03:51,2.86,30.54%,
138992,pps.k12.pa.us,0.003333785%,44.26%,"162,345",00:02:59,2.52,43.84%,
82601,definedstem.com,0.003321647%,-7.97%,"195,551",00:12:56,6.17,26.17%,
142258,bend.k12.or.us,0.003318923%,-24.66%,"100,604",00:02:50,3.77,36.79%,
85956,accuplacer.org,0.003313637%,-31.67%,"108,757",00:08:46,17.78,27.31%,
81641,schedule2drive.com,0.003288323%,-9.67%,"157,122",00:05:57,11.79,16.96%,
146829,ciis.edu,0.003288178%,26.14%,"180,760",00:03:42,4.39,46.60%,
84065,powerpak.com,0.003277074%,-4.31%,"155,440",00:14:38,13.30,21.54%,Yes
Estimated Visits,selah.k12.wa.us,0.003276238%,4.72%,285,082,00:01:49,1.78,68.68%,
93558,patten.edu,0.003261148%,-22.39%,"144,315",00:07:37,10.90,27.19%,
95242,earobics.com,0.003249967%,-34.64%,"149,431",00:03:41,4.26,42.18%,
91409,empire.edu,0.003237704%,-7.27%,"216,366",00:02:40,3.29,41.03%,
80790,gsfc.org,0.003231527%,14.46%,"249,304",00:02:46,3.65,42.77%,
91982,fiaf.org,0.003231464%,-12.85%,"208,496",00:02:35,2.74,48.76%,
317347,careers.roche.com,0.003206597%,-8.47%,"69,378",00:04:41,7.30,25.27%,
129851,oasd.k12.wi.us,0.003202974%,-39.31%,"121,255",00:02:40,3.01,35.56%,
145551,gccisd.net,0.003189042%,-14.32%,"96,549",00:03:53,2.67,35.51%,
96763,vtc.edu,0.003167105%,-28.40%,"190,971",00:02:49,2.78,48.45%,
81023,sujobopps.com,0.003154224%,10.46%,"178,609",00:05:35,8.26,24.62%,
201125,maryville.edu,0.003150936%,-0.23%,"110,161",00:02:58,2.51,49.34%,
102074,tangischools.org,0.003142816%,2.76%,"188,957",00:02:43,2.90,49.34%,
93558,homewiththekids.com,0.003141646%,0.60%,"205,190",00:03:48,3.81,40.82%,Yes
101627,simsbury.k12.ct.us,0.003120744%,0.52%,"162,070",00:02:51,4.61,39.59%,
99698,bigiqkids.com,0.003110655%,-16.72%,"155,759",00:04:39,7.95,40.74%,Yes
94165,mathusee.com,0.003109812%,-35.35%,"127,626",00:03:43,4.73,39.36%,
78836,teacherstestprep.com,0.003109793%,4.95%,"177,364",00:11:54,14.21,28.38%,
128478,twc.edu,0.003106335%,41.41%,"199,526",00:02:57,3.11,43.89%,
93149,hffmcsd.org,0.003085859%,58.62%,"196,211",00:05:39,5.59,26.75%,
77608,careers.bonton.com,0.003081764%,51.43%,"370,373",00:02:43,3.91,44.55%,
82659,onesourceuniversity.com,0.003068429%,19.90%,"158,536",00:19:56,25.25,13.95%,
79890,lingtlanguage.com,0.003054052%,-7.18%,"223,368",00:06:32,3.84,20.41%,
Estimated Visits,studyusa.com,0.003053151%,8.89%,132,395,00:01:26,1.48,72.32%,
85041,jobs.intuit.com,0.003043442%,-3.89%,"246,056",00:02:43,3.61,26.54%,
107561,careers.nvidia.com,0.003038857%,-2.80%,"141,057",00:02:48,8.08,39.49%,
6648968,lectio.dk,0.003014650%,59.14%,"4,368",00:06:50,5.75,9.38%,
178507,guilford.edu,0.003004978%,-7.77%,"102,139",00:02:48,4.39,50.59%,
461970,cuesta.edu,0.002980144%,-0.65%,"48,349",00:02:43,2.89,44.73%,
78534,gocitybus.com,0.002979975%,2.00%,"186,766",00:02:57,3.47,22.95%,
73808,okjobmatch.com,0.002979048%,7.67%,"207,260",00:05:44,5.44,24.66%,
126092,rsu.edu,0.002977481%,-16.96%,"180,305",00:02:54,3.60,48.50%,
86198,laniertech.edu,0.002977403%,-11.78%,"191,548",00:03:35,2.90,47.81%,
419033,lingq.com,0.002962877%,-32.18%,"60,438",00:05:58,4.20,50.57%,Yes
77033,schoola.com,0.002961586%,38.07%,"209,980",00:06:47,14.17,43.64%,
81602,lee.k12.nc.us,0.002932816%,48.84%,"272,132",00:02:51,3.11,43.07%,
71760,cobblestoneonline.net,0.002917253%,,"907,807",00:06:49,8.25,12.46%,
171491,alma.edu,0.002916580%,3.76%,"132,195",00:02:58,3.46,32.17%,
71655,essextech.org,0.002911482%,45.43%,"321,114",00:07:56,4.53,21.34%,
266487,careers.bpglobal.com,0.002908230%,-4.09%,"77,883",00:09:54,13.12,15.28%,
750550,iknow.jp,0.002906622%,-18.99%,"50,975",00:07:46,5.03,42.28%,
85437,careers.mckesson.com,0.002895215%,-16.67%,"186,451",00:04:56,4.65,37.35%,
80853,boomwriter.com,0.002884926%,45.97%,"216,219",00:06:37,9.07,36.45%,
84245,cisabroad.com,0.002878131%,26.52%,"252,017",00:05:58,6.52,23.27%,
146581,lcsc.edu,0.002873978%,-4.76%,"108,010",00:03:39,5.77,48.74%,
71340,njschooljobs.com,0.002873412%,-25.53%,"219,288",00:02:38,4.55,7.87%,Yes
104274,albright.edu,0.002857674%,-12.75%,"183,565",00:02:44,2.72,42.94%,
121771,ptisd.org,0.002835538%,20.03%,"103,516",00:02:38,2.59,40.19%,
69904,mycaliforniapermit.com,0.002832752%,-23.57%,"150,083",00:14:36,12.97,28.35%,
Estimated Visits,eslfast.com,0.002832092%,-6.55%,70,514,00:05:45,5.13,28.03%,Yes
137067,doane.edu,0.002801724%,-1.10%,"108,485",00:02:54,3.07,48.58%,
85545,lessonpix.com,0.002794003%,20.68%,"201,066",00:04:54,9.05,43.30%,
69693,jobs.unt.edu,0.002787942%,63.02%,"269,589",00:03:48,9.07,3.53%,
82627,amuze.com,0.002783247%,10.36%,"251,863",00:02:43,4.36,44.64%,
68556,bbiuniversity.com,0.002779243%,-6.64%,"149,825",00:22:31,23.77,3.24%,
174350,trine.edu,0.002772510%,6.72%,"119,513",00:02:35,3.00,46.42%,
161850,lynn.edu,0.002768706%,22.24%,"137,429",00:04:33,2.81,42.06%,
89019,irlen.com,0.002767736%,,"338,773",00:03:43,5.35,38.18%,
69216,salesheads.com,0.002749656%,-27.99%,"216,818",00:02:52,3.09,37.88%,
68067,hamilton.k12.nj.us,0.002731101%,-12.51%,"212,934",00:02:40,4.54,36.17%,
160290,molloy.edu,0.002714485%,-0.56%,"161,226",00:02:35,3.53,45.30%,
74964,careers.generalmills.com,0.002710041%,-26.80%,"211,982",00:02:43,3.93,35.41%,
82573,cornish.edu,0.002700955%,-3.59%,"158,693",00:03:32,4.81,43.22%,
303779,pba.edu,0.002680602%,-4.19%,"74,377",00:03:49,3.45,49.08%,
78293,snelling.com,0.002678872%,-0.35%,"265,325",00:03:44,3.51,48.12%,
66789,schoolpay.com,0.002674285%,-18.61%,"178,581",00:07:41,8.17,20.40%,
170912,lvc.edu,0.002669162%,-6.23%,"118,810",00:02:54,2.74,49.35%,
123812,cmcss.net,0.002651657%,-17.02%,"127,598",00:02:48,3.19,38.97%,
65538,nsujobs.com,0.002642252%,7.62%,"222,462",00:03:37,8.95,3.85%,
119177,hhh.k12.ny.us,0.002642246%,-7.30%,"159,121",00:03:53,3.35,22.30%,
66515,gwu.jobs,0.002639595%,-17.39%,"180,717",00:03:55,6.47,43.33%,
152882,careers.mozilla.org,0.002637487%,9.84%,"165,746",00:02:56,4.54,24.95%,
65848,jobs.usnh.edu,0.002636306%,35.78%,"355,032",00:02:55,6.90,45.88%,
68048,abac.edu,0.002607792%,6.29%,"295,956",00:03:52,3.20,36.95%,
Estimated Visits,thon.org,0.002607715%,49.90%,241,593,00:02:16,2.32,55.76%,
90103,careers.juniper.net,0.002592881%,11.27%,"232,994",00:03:58,5.58,28.97%,
99940,aacr.org,0.002588759%,50.26%,"283,662",00:02:36,3.02,43.51%,
65916,haverford.k12.pa.us,0.002578940%,-5.68%,"256,002",00:02:41,3.97,46.48%,
69100,manufacturingworkers.com,0.002570935%,-31.37%,"209,257",00:03:56,3.19,18.22%,
113708,desiopt.com,0.002561873%,-21.83%,"148,573",00:05:35,6.17,45.82%,
68703,legacy-game.net,0.002537713%,89.81%,"167,460",00:20:39,33.36,11.34%,
61777,link4learning.com,0.002514872%,-4.22%,"213,774",00:03:36,6.17,14.81%,
95911,husson.edu,0.002483716%,12.13%,"180,013",00:02:59,2.90,41.33%,
75015,aiaonline.org,0.002478902%,32.33%,"323,564",00:02:48,2.59,44.74%,Yes
512909,reliaslearning.com,0.002477974%,11.60%,"31,090",00:04:46,3.76,46.78%,
197521,mcad.edu,0.002467151%,-5.30%,"104,008",00:03:32,3.83,48.75%,
118803,ianimate.net,0.002466967%,-22.79%,"145,569",00:02:57,2.82,19.31%,
105434,vcom.edu,0.002458372%,60.21%,"300,904",00:02:57,2.88,49.74%,
61043,uhsaa.org,0.002450198%,,"474,396",00:03:34,3.63,22.70%,Yes
147344,keller.edu,0.002450060%,30.70%,"197,929",00:02:35,2.70,47.66%,
130132,lcisd.org,0.002443187%,-6.34%,"165,374",00:02:35,2.91,31.95%,
260546,jlpt.jp,0.002430792%,-29.11%,"64,879",00:03:33,2.84,33.54%,
63118,childtime.com,0.002421159%,6.17%,"330,494",00:02:40,3.35,37.68%,
63774,opschools.org,0.002417816%,14.70%,"284,167",00:03:53,4.11,31.03%,
60010,careers.amnh.org,0.002400595%,20.07%,"264,458",00:05:44,10.48,28.81%,
98969,unity.edu,0.002396527%,6.05%,"236,381",00:03:37,2.66,34.78%,
Estimated Visits,judsonu.edu,0.002396518%,49.34%,193,362,00:02:17,2.04,52.27%,
71568,sussex.edu,0.002392506%,-6.39%,"227,890",00:02:56,3.39,44.15%,
59057,jobstoday.org,0.002378023%,-9.17%,"309,294",00:05:36,3.08,41.78%,
137706,hannibal.k12.mo.us,0.002374094%,-29.24%,"63,943",00:14:48,66.75,21.74%,
59247,jobs.xcelenergy.com,0.002366681%,35.64%,"419,518",00:03:41,4.75,37.86%,
58614,hsalaredo.org,0.002364374%,39.33%,"384,613",00:02:43,4.26,30.36%,
59470,skillsusa.org,0.002364273%,0.11%,"307,914",00:02:54,2.97,40.54%,
58526,calabasashigh.net,0.002341091%,6.62%,"334,549",00:03:56,3.68,38.88%,
109114,dalton.org,0.002333880%,6.45%,"202,151",00:02:43,4.64,40.63%,
120404,kyvl.org,0.002331191%,,"146,194",00:02:52,2.89,42.87%,
57582,jobsinnh.com,0.002329571%,-3.52%,"214,550",00:06:47,12.72,29.80%,Yes
58461,cccregistry.org,0.002328609%,21.52%,"262,170",00:04:44,7.37,20.66%,
78569,amda.edu,0.002307266%,,"300,471",00:06:41,4.74,28.65%,
60577,bigbrainz.com,0.002294205%,19.60%,"302,498",00:04:31,4.91,31.93%,
56903,vocabjourney.com,0.002290314%,-0.47%,"388,146",00:06:48,2.54,24.26%,
57668,magcustomerservice.com,0.002290040%,-2.87%,"211,626",00:04:39,12.99,9.41%,
60358,ber.org,0.002257371%,15.29%,"340,882",00:02:43,4.37,41.55%,
57194,ohiouniversityjobs.com,0.002255070%,18.46%,"294,408",00:06:41,6.98,35.44%,
114140,communityisd.org,0.002251975%,-31.47%,"171,241",00:04:40,2.74,31.14%,
143646,salve.edu,0.002250037%,30.94%,"196,188",00:02:41,2.88,45.30%,
55585,jobs.ucmerced.edu,0.002247085%,34.83%,"292,602",00:05:41,7.56,30.70%,
65839,spanish4teachers.org,0.002245512%,-6.32%,"263,130",00:03:34,3.42,37.03%,Yes
73462,concorde.edu,0.002245295%,-9.95%,"263,007",00:04:39,5.05,45.76%,
90503,tech.cornell.edu,0.002238742%,4.25%,"217,572",00:02:47,2.87,50.45%,
Estimated Visits,rjuhsd.us,0.002237725%,0.79%,77,314,00:02:22,1.04,20.00%,
139836,peertransfer.com,0.002237567%,-51.66%,"92,406",00:04:57,3.64,49.22%,
57729,rcsd.k12.ca.us,0.002237494%,-19.35%,"313,735",00:02:48,2.94,43.83%,
56200,bcssa.us,0.002232066%,11.62%,"250,343",00:06:47,6.21,39.10%,
65078,teachboost.com,0.002231483%,6.94%,"166,673",00:14:48,14.76,15.10%,
54939,nyscate.org,0.002229146%,70.36%,"559,074",00:04:49,4.25,39.04%,
90139,curtis.edu,0.002217449%,19.48%,"237,358",00:02:39,4.16,37.36%,
173017,rmcad.edu,0.002214709%,-4.29%,"110,164",00:03:42,2.83,44.22%,
155956,roomtoread.org,0.002200856%,-19.38%,"139,442",00:03:53,5.86,41.18%,
136453,mpc.edu,0.002195470%,-27.83%,"87,010",00:02:48,3.07,43.44%,
57629,airlineapps.com,0.002183280%,-7.81%,"197,467",00:07:51,14.72,28.93%,
69193,ssdcougars.org,0.002174061%,-21.19%,"149,680",00:02:55,23.80,34.37%,
3761613,uva.nl,0.002172110%,28.89%,"8,105",00:02:44,3.53,43.47%,
74615,charteroak.edu,0.002171931%,4.49%,"265,337",00:03:41,3.22,34.08%,
57901,athens.edu,0.002167483%,-10.60%,"303,443",00:02:50,2.83,42.98%,
140560,kizphonics.com,0.002155642%,5.53%,"150,418",00:03:51,4.56,35.71%,
53455,e2campus.net,0.002153324%,-38.71%,"190,172",00:07:44,7.78,15.03%,
53023,firstnetcampus.com,0.002151375%,-1.73%,"263,984",00:09:53,9.10,10.82%,
55631,spartanstaffing.com,0.002139140%,-21.28%,"302,723",00:03:38,3.84,33.75%,
107940,troy30c.org,0.002138100%,-0.42%,"197,827",00:03:57,2.68,37.05%,
56828,learnspeed.com,0.002124972%,30.86%,"460,105",00:08:43,6.19,6.25%,
1961843,city.ac.uk,0.002124846%,-11.40%,"18,014",00:03:53,4.23,47.76%,
59675,cpuschools.org,0.002122789%,18.07%,"454,979",00:03:34,3.18,24.07%,
56049,careers.regeneron.com,0.002118607%,6.47%,"382,327",00:02:53,3.65,48.31%,
53602,hampedia.org,0.002114348%,,"577,513",00:02:49,3.10,41.60%,
87888,kcprofessional.com,0.002107968%,40.58%,"289,266",00:02:32,2.95,50.61%,
Estimated Visits,pronuncian.com,0.002107587%,2.87%,209,741,00:02:53,2.23,65.22%,Yes
51595,vcat.us,0.002100275%,4.93%,"225,360",00:16:54,19.29,4.50%,
80856,toytheater.com,0.002096889%,16.64%,"234,582",00:07:48,5.79,39.95%,Yes
74988,noteswap.com,0.002096141%,,"271,337",00:06:48,13.56,2.33%,Yes
313350,centre.edu,0.002086681%,-3.47%,"103,987",00:03:56,3.48,47.63%,
431822,lander.edu,0.002070735%,-3.20%,"85,504",00:02:32,2.99,44.44%,
66336,festus.k12.mo.us,0.002067721%,,"1,166,605",00:03:38,4.45,28.09%,
8841403,infojobs.net,0.002066992%,6.92%,"1,459",00:07:53,8.90,38.73%,Yes
4566036,freshersworld.com,0.002060343%,-43.57%,"5,094",00:04:54,3.26,46.69%,Yes
50578,hnhsoakland.org,0.002058960%,-14.41%,"292,418",00:03:38,4.14,29.79%,
63097,aerospace.org,0.002058610%,8.28%,"294,244",00:03:34,4.62,47.44%,
52212,fordhamu.org,0.002054912%,,"725,943",00:07:59,4.03,25.73%,
54598,abp.org,0.002051889%,14.36%,"241,935",00:04:44,9.49,40.55%,
97098,awana.org,0.002047753%,-33.82%,"120,231",00:03:42,4.36,40.52%,
53770,music.fsu.edu,0.002039274%,8.20%,"455,484",00:03:55,3.09,46.98%,
50701,mischooldata.org,0.002037091%,21.74%,"398,268",00:05:54,6.27,33.55%,
51726,careers.swe.org,0.002036076%,,"811,491",00:12:38,12.75,11.84%,Yes
61773,examedge.com,0.002034890%,8.36%,"166,003",00:22:38,27.54,9.56%,
114668,mitty.com,0.002029776%,23.65%,"268,832",00:02:50,3.39,49.68%,
94322,nmhschool.org,0.002026841%,4.06%,"207,298",00:02:49,3.70,39.48%,
50469,vhsl.org,0.002022612%,35.52%,"512,436",00:02:35,3.23,40.22%,
Estimated Visits,rcsdk8.org,0.002022061%,7.30%,366,466,00:02:53,3.85,41.47%,
111580,comphealth.com,0.002021456%,7.03%,"199,672",00:04:52,4.04,42.36%,
56038,carrotsticks.com,0.002019603%,9.05%,"355,914",00:04:38,4.37,33.53%,
55795,bush.edu,0.002018535%,,"446,711",00:03:59,5.32,10.18%,
51740,cilc.org,0.002005945%,40.62%,"329,147",00:03:48,6.51,38.87%,Yes
54478,spfk12.org,0.002005805%,2.77%,"334,542",00:02:34,3.52,32.68%,
62139,cusd50.org,0.001995863%,-24.07%,"57,035",00:08:56,230.48,22.22%,
48984,teleparent.net,0.001994128%,,"488,213",00:09:42,12.41,18.52%,
1670980,workabroad.ph,0.001993420%,-29.99%,"10,173",00:06:59,5.70,45.88%,Yes
50639,guidanceresources.com,0.001984200%,26.19%,"370,699",00:07:50,4.56,31.65%,
49193,madison.k12.ct.us,0.001982207%,-28.70%,"285,020",00:02:37,4.10,31.35%,
57519,citizenschools.org,0.001975265%,-17.23%,"273,305",00:02:34,3.53,41.94%,
62996,hauppauge.k12.ny.us,0.001974343%,,"394,972",00:04:56,3.80,25.31%,
128872,betterchinese.com,0.001967691%,-5.20%,"125,959",00:04:40,3.79,48.47%,
57650,ecmc.org,0.001962168%,-11.38%,"237,957",00:03:32,5.61,40.15%,
206472,gmc.cc.ga.us,0.001960661%,-20.88%,"90,576",00:04:38,4.30,36.38%,
48446,millshigh.org,0.001960044%,44.13%,"580,950",00:03:44,3.28,14.00%,
57839,hcstonline.org,0.001959825%,,"361,151",00:02:55,4.05,33.22%,
47929,yacs.me,0.001944065%,,"1,606,068",00:04:52,24.53,24.85%,
48557,homeschoolclassifieds.com,0.001942335%,-19.97%,"265,932",00:04:51,5.63,25.00%,
1025512,rarejob.com,0.001941719%,-24.79%,"27,380",00:03:53,6.67,22.22%,
49030,ejury.com,0.001915390%,22.08%,"437,713",00:03:32,3.24,27.59%,
63040,abcusd.k12.ca.us,0.001912073%,12.70%,"360,197",00:06:48,7.62,34.06%,
56174,rvrhs.com,0.001905049%,0.27%,"274,475",00:04:38,7.39,48.67%,
Estimated Visits,educationdegree.com,0.001904878%,26.96%,493,669,00:02:08,1.92,58.71%,Yes
56537,edusoft.com,0.001900264%,-15.01%,"177,340",00:09:58,21.70,17.44%,
51651,lruhs.org,0.001897059%,-0.89%,"152,102",00:09:57,9.44,36.11%,
47879,gaswork.com,0.001896394%,9.26%,"311,255",00:05:47,8.20,20.30%,
161987,herzing.edu,0.001895567%,12.83%,"130,841",00:05:53,3.63,30.96%,
47185,jobs.ilstu.edu,0.001894891%,-1.68%,"254,670",00:05:55,10.04,0.00%,
47417,jobs.losrios.edu,0.001894450%,-22.39%,"228,582",00:03:45,10.94,2.31%,
49429,dibels.org,0.001888591%,-30.14%,"267,010",00:06:38,5.08,44.10%,
46318,learnedness.net,0.001885711%,,"452,976",00:05:31,5.31,5.79%,
78792,mcpss.com,0.001885214%,-23.47%,"158,327",00:03:45,3.14,33.09%,
2241156,seek.co.nz,0.001883455%,6.24%,"11,236",00:06:37,7.25,39.21%,Yes
