Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
205850,visiocafe.com,0.002467590%,0.40%,"132,810",00:03:33,2.95,49.52%,Yes
385315,xactware.com,0.002456747%,5.17%,"47,784",00:03:51,3.54,42.06%,
95036,dma.org,0.002454702%,36.48%,"254,426",00:02:42,3.20,38.10%,
85722,plandestination.com,0.002448520%,9.04%,"193,161",00:04:42,6.52,10.50%,
276227,flexget.com,0.002446763%,109.49%,"125,075",00:06:48,5.63,47.18%,
287254,parsleyjs.org,0.002439076%,17.54%,"68,203",00:07:55,15.42,20.16%,
164679,openhatch.org,0.002419019%,29.56%,"208,745",00:02:43,3.65,39.76%,
127624,mycruisedesk.com,0.002399497%,-14.70%,"96,917",00:18:56,9.10,13.03%,
82268,acusport.com,0.002395333%,42.82%,"299,396",00:07:43,7.14,18.05%,
192530,temboo.com,0.002389500%,42.02%,"155,763",00:05:49,4.53,45.47%,
89919,xpertonline.net,0.002383048%,1.62%,"169,901",00:07:40,5.27,26.24%,
222991,dbvis.com,0.002371903%,25.29%,"156,521",00:02:40,2.59,45.48%,
80640,bbypathtoexcellence.com,0.002369619%,52.68%,"188,346",00:04:36,13.85,12.35%,
548004,openlayers.org,0.002367880%,4.26%,"49,900",00:07:47,8.15,37.72%,
750069,ilovepdf.com,0.002355889%,-16.69%,"38,631",00:02:56,3.52,34.71%,Yes
144699,urcsupport.com,0.002343724%,11.61%,"218,252",00:02:53,2.78,36.89%,
92709,newgradiance.com,0.002318049%,102.96%,"265,188",00:12:53,17.57,6.71%,
136705,animepalm.org,0.002297614%,12.79%,"220,751",00:09:50,2.85,44.82%,
181668,appointment.com,0.002289175%,-11.69%,"104,265",00:03:44,13.47,20.39%,
164194,clickbook.net,0.002285943%,-12.20%,"99,089",00:03:42,6.28,10.98%,Yes
607465,digionline.ir,0.002283841%,5.67%,"52,423",00:02:52,2.88,43.84%,
315209,fabricjs.com,0.002281594%,51.22%,"109,297",00:03:59,4.21,49.93%,
92157,usetallie.com,0.002276467%,40.85%,"245,261",00:05:45,5.07,20.23%,
372992,gridcalculator.dk,0.002239027%,20.27%,"55,210",00:03:33,15.60,26.78%,
Estimated Visits,fillanypdf.com,0.002237616%,-3.74%,151,880,00:01:25,2.70,55.93%,Yes
92460,esuccubus.com,0.002230090%,46.14%,"291,276",00:02:57,4.27,19.15%,
94330,ezchildtrack.com,0.002204042%,-36.13%,"102,324",00:07:55,8.93,6.31%,
243088,noteandpoint.com,0.002199949%,22.37%,"136,557",00:03:40,4.47,36.50%,
403964,objectdb.com,0.002191192%,6.15%,"101,347",00:05:55,2.89,34.02%,
223468,slidehunter.com,0.002190798%,26.26%,"117,943",00:02:39,4.37,45.18%,Yes
738615,tibiacast.com,0.002163800%,52.89%,"40,836",00:10:32,5.25,10.98%,
422960,zello.com,0.002159382%,-3.96%,"70,483",00:04:33,3.87,44.96%,
107810,onshift.com,0.002140033%,-3.84%,"188,589",00:02:31,2.85,46.54%,
238128,bugzilla.org,0.002135382%,35.61%,"146,139",00:03:53,2.71,45.92%,
148470,scantool.net,0.002130805%,-4.44%,"151,169",00:03:57,4.27,47.22%,
217899,graylog2.org,0.002130686%,75.25%,"170,989",00:05:46,3.03,33.92%,
236940,checkio.org,0.002113695%,2.85%,"98,227",00:06:55,6.70,38.43%,
108442,usaco.org,0.002112843%,62.46%,"302,319",00:03:42,5.23,36.17%,
159281,yeahps.tumblr.com,0.002095696%,76.50%,"240,055",00:03:40,3.08,42.69%,
299915,reactos.org,0.002077400%,17.17%,"143,947",00:02:43,2.75,46.31%,
181264,greenfoot.org,0.002076146%,38.14%,"171,583",00:04:45,3.34,43.75%,
153069,auctionstealer.com,0.002070606%,0.86%,"136,426",00:11:50,6.73,15.82%,
135711,solspace.com,0.002069842%,4.11%,"159,809",00:05:46,5.16,34.75%,
70625,401kaccess.com,0.002068176%,6.16%,"210,629",00:03:51,6.27,15.56%,
380360,mantisbt.org,0.002052557%,8.53%,"92,285",00:06:47,4.57,39.52%,
185216,witopia.net,0.002005051%,-6.51%,"130,698",00:03:47,2.64,50.60%,
277492,wxpython.org,0.001998972%,12.35%,"115,477",00:05:32,3.33,39.25%,
Estimated Visits,hackertarget.com,0.001998945%,0.83%,157,804,00:02:07,2.13,61.73%,
189354,appian.com,0.001994407%,19.24%,"129,048",00:03:40,3.64,46.03%,
318549,flippingbook.com,0.001989997%,-20.31%,"83,049",00:02:36,4.45,48.11%,
177661,ucertify.com,0.001989801%,55.11%,"102,639",00:10:55,25.40,46.21%,
430227,cacti.net,0.001987372%,36.42%,"84,353",00:03:34,2.90,50.00%,
176669,cloudon.com,0.001982039%,-20.52%,"136,204",00:02:59,3.64,49.98%,
181586,rapidminer.com,0.001979862%,20.93%,"169,247",00:05:56,5.60,36.35%,
84375,doceri.com,0.001977336%,27.56%,"306,725",00:02:54,2.98,43.51%,
616790,teothemes.com,0.001971954%,10.34%,"62,592",00:02:48,2.81,50.78%,
258734,imagenomic.com,0.001965237%,-8.70%,"117,660",00:02:53,2.88,44.18%,
113296,everki.com,0.001965086%,-3.42%,"217,864",00:03:57,3.25,42.65%,
596034,tracepartsonline.net,0.001963670%,18.56%,"43,563",00:04:47,5.45,37.59%,
151272,loyalblocks.com,0.001951240%,-35.99%,"118,407",00:07:46,4.32,34.55%,
78536,blackwireless.com,0.001944201%,-17.29%,"168,040",00:05:43,5.75,20.13%,
112120,open-mesh.com,0.001935230%,-6.27%,"206,570",00:05:47,4.19,29.42%,
132946,pancakeapp.com,0.001932180%,19.83%,"182,774",00:02:42,3.83,41.79%,
84689,retrofitme.com,0.001928384%,,"261,780",00:03:51,3.84,33.49%,
146167,softchoice.com,0.001914378%,19.18%,"156,139",00:04:37,4.94,31.29%,
115253,lifetick.com,0.001912161%,4.74%,"163,341",00:05:51,5.72,42.36%,
361350,ioncube.com,0.001905164%,-16.59%,"89,530",00:03:44,2.82,49.33%,
610272,aime.com,0.001884655%,68.23%,"49,686",00:09:34,7.16,24.70%,Yes
135710,cruzerlite.com,0.001876281%,52.00%,"228,891",00:02:49,3.71,38.41%,
Estimated Visits,winvistatips.com,0.001875629%,39.65%,323,438,00:00:20,0.95,92.86%,Yes
106663,sentrylogin.com,0.001872556%,-39.56%,"155,652",00:03:38,3.44,43.10%,
382896,moxa.com,0.001871462%,21.10%,"73,004",00:04:50,13.05,47.83%,
112321,athentech.com,0.001863748%,-34.35%,"161,237",00:03:49,2.62,43.04%,
170686,tutolearning.com,0.001858803%,32.42%,"141,062",00:04:56,4.24,32.95%,
260965,essentialpim.com,0.001845585%,,"180,025",00:09:42,6.88,29.74%,
113998,kochava.com,0.001839636%,51.97%,"201,733",00:09:35,6.89,24.62%,
135204,jitterbit.com,0.001816071%,38.98%,"242,498",00:03:47,2.90,46.39%,
282461,turnjs.com,0.001801575%,40.37%,"79,638",00:02:48,8.02,32.91%,
122568,inoutboard.com,0.001796875%,-41.60%,"61,025",02:02:34,45.00,5.10%,
187840,findnzb.net,0.001787427%,-11.41%,"95,992",00:02:53,4.54,44.93%,
149776,netwrix.com,0.001771562%,21.42%,"181,765",00:04:40,3.37,45.71%,
464047,btcloud.io,0.001752953%,-4.58%,"75,443",00:05:33,5.03,35.17%,
110103,mobiquityinc.com,0.001745067%,20.77%,"250,114",00:02:48,3.02,47.44%,
354315,limesurvey.org,0.001734233%,24.64%,"76,457",00:03:51,2.55,44.97%,
74406,lambopower.com,0.001722195%,-2.95%,"212,995",00:04:35,6.53,35.66%,
276854,thymeleaf.org,0.001718957%,-18.30%,"128,571",00:05:50,3.18,40.25%,
215519,presentplus.com,0.001716687%,,"205,607",00:02:37,4.76,25.02%,
58089,t-eval.com,0.001712532%,93.55%,"398,052",00:08:48,10.37,4.66%,
187470,vtk.org,0.001700108%,4.99%,"154,940",00:05:46,3.36,38.66%,
Estimated Visits,tek-micro.com,0.001700082%,58.91%,470,666,00:02:03,1.71,65.62%,
159307,lazyfoo.net,0.001684650%,47.22%,"211,614",00:05:52,3.55,44.00%,Yes
74712,famitracker.com,0.001682937%,20.25%,"296,292",00:03:35,3.95,50.65%,
194175,vertx.io,0.001681204%,9.77%,"155,806",00:04:40,3.20,48.98%,
137399,openvas.org,0.001663568%,11.54%,"210,260",00:02:50,3.38,39.12%,
173708,tendollarfonts.com,0.001663095%,-14.46%,"132,797",00:03:46,4.58,36.38%,
111757,cornucopia3d.com,0.001655234%,41.63%,"181,817",00:04:46,12.49,29.31%,
65403,waytekwire.com,0.001648668%,-9.64%,"227,365",00:04:38,6.17,42.44%,
171710,ptgui.com,0.001647724%,12.48%,"162,334",00:02:45,3.01,46.90%,
354752,cometdocs.com,0.001647317%,-0.08%,"94,344",00:02:38,2.68,33.09%,
495427,adata.com,0.001641091%,0.16%,"55,320",00:03:42,4.74,30.55%,
166339,learnvisualstudio.net,0.001636776%,-19.54%,"135,287",00:02:50,2.61,46.71%,
186067,gtk.org,0.001632056%,22.90%,"184,289",00:02:37,2.58,38.92%,
178098,timecenter.com,0.001626293%,-13.94%,"99,528",00:03:49,9.06,25.14%,
110672,getnotify.com,0.001625614%,-14.66%,"172,224",00:04:32,4.21,36.45%,Yes
57063,time59.com,0.001621547%,,"180,028",00:31:45,33.16,9.57%,
248664,onlinefontconverter.com,0.001617592%,18.65%,"148,370",00:02:52,5.52,32.37%,Yes
Estimated Visits,tymetrix360.com,0.001617494%,34.98%,232,648,00:20:07,24.56,3.64%,
164254,promise.com,0.001612330%,-12.57%,"144,685",00:02:46,2.95,36.16%,
172696,mydownloader.net,0.001604019%,33.28%,"158,254",00:11:33,5.34,44.47%,
194550,amahi.org,0.001603947%,-0.38%,"123,844",00:05:48,6.10,31.10%,Yes
59557,hiretrue.com,0.001589298%,35.80%,"267,198",00:13:31,13.62,24.87%,
91315,hexbug.com,0.001583501%,8.18%,"207,518",00:02:36,4.43,37.56%,
376589,romancart.com,0.001576212%,-8.13%,"59,095",00:03:38,3.02,28.51%,
54055,npcsecure.com,0.001575563%,-22.83%,"197,142",00:07:47,9.17,6.25%,
112171,emigre.com,0.001572587%,10.27%,"197,158",00:04:32,6.56,44.00%,
294840,acyba.com,0.001566527%,-30.38%,"91,830",00:03:35,2.93,49.78%,
53386,telebearsoracle.com,0.001563137%,,"4,625,797",00:03:56,5.71,10.14%,
134690,top500.org,0.001557702%,37.47%,"206,600",00:02:42,3.26,42.19%,Yes
75111,gentechpc.com,0.001557660%,13.92%,"289,978",00:03:48,3.09,43.01%,
338328,photoshop.cc,0.001556240%,14.27%,"67,878",00:02:34,3.95,50.67%,Yes
397213,logicmonitor.com,0.001544995%,2.42%,"35,937",00:02:37,2.63,40.80%,
148632,observium.org,0.001540225%,41.43%,"123,498",00:04:47,2.86,42.73%,
1446582,filejo.com,0.001539158%,16.70%,"8,469",00:04:31,9.01,36.39%,
162784,ntop.org,0.001536522%,60.75%,"201,918",00:03:41,2.81,43.06%,
423550,happyfox.com,0.001533373%,18.41%,"55,492",00:03:45,4.27,41.09%,
76705,vmug.com,0.001529871%,-28.65%,"202,874",00:02:32,4.18,34.99%,
97185,addresstwo.com,0.001529340%,-39.24%,"92,765",00:02:35,3.58,47.99%,
147080,silverfast.com,0.001529264%,-8.31%,"152,842",00:02:58,4.06,43.89%,
156321,servicestack.net,0.001526715%,30.81%,"194,191",00:02:57,3.33,44.09%,
201121,desktopography.net,0.001523341%,25.59%,"86,486",00:02:58,8.88,35.47%,
132852,supernews.com,0.001504658%,4.79%,"190,924",00:03:36,4.31,24.24%,
286287,landesk.com,0.001495261%,50.39%,"91,070",00:03:42,2.89,43.66%,
Estimated Visits,okfnlabs.org,0.001495260%,15.03%,116,152,00:01:03,1.95,69.46%,
120802,eclemma.org,0.001495170%,27.62%,"236,417",00:03:42,2.92,45.74%,
50558,dmvedu.org,0.001485987%,34.36%,"312,796",00:04:33,3.30,18.02%,
86402,ampl.com,0.001485426%,24.11%,"305,965",00:05:33,4.11,48.00%,
501607,joomla24.com,0.001478326%,-37.01%,"41,890",00:03:57,6.66,43.01%,Yes
153125,synfig.org,0.001475895%,-6.46%,"183,231",00:02:42,2.71,34.39%,
807181,proxmox.com,0.001462259%,-35.88%,"47,502",00:02:40,3.21,36.03%,
103914,transcender.com,0.001457197%,-7.78%,"165,943",00:03:33,3.78,41.99%,
55842,echospan.com,0.001448505%,,"378,899",00:10:33,10.54,6.52%,
504688,worksnaps.net,0.001447859%,-18.79%,"76,618",00:06:49,9.57,19.78%,
171378,microjs.com,0.001433804%,56.72%,"213,748",00:02:37,4.13,24.70%,
103114,acumatica.com,0.001431303%,32.62%,"210,556",00:03:51,3.05,47.24%,
55891,boost.vc,0.001428814%,65.27%,"361,815",00:05:46,9.10,21.21%,
124173,boinx.com,0.001416027%,-2.19%,"212,077",00:02:45,2.94,49.72%,
534464,corecommerce.com,0.001410802%,-31.30%,"37,935",00:02:48,2.78,42.91%,
3532032,zmags.com,0.001408164%,27.01%,"3,788",00:02:36,2.96,50.39%,
49437,bemydd.com,0.001405724%,,"568,807",00:05:34,10.15,37.62%,
150916,kdenlive.org,0.001403143%,22.27%,"227,230",00:02:33,2.62,46.30%,
121060,vlfeat.org,0.001392614%,16.64%,"214,026",00:06:40,3.32,47.21%,
150399,meldaproduction.com,0.001376935%,-11.20%,"185,473",00:02:58,2.70,35.91%,
204637,accela.com,0.001365269%,11.69%,"88,924",00:04:39,3.73,47.60%,
178439,poolga.com,0.001358984%,33.57%,"186,362",00:04:32,6.90,42.08%,
125640,uvi.net,0.001357487%,43.66%,"269,035",00:03:46,3.28,40.65%,
46231,scasp.com,0.001357322%,,"260,689",00:07:46,16.26,4.39%,
53710,taskeasy.com,0.001355844%,44.42%,"451,031",00:04:44,3.86,31.37%,
516666,iphoneate.com,0.001352829%,0.59%,"43,401",00:11:56,4.11,33.20%,
Estimated Visits,frandroid.com,0.001352628%,-12.43%,12,497,00:05:14,1.67,63.18%,Yes
215207,html5maker.com,0.001350029%,-3.74%,"120,601",00:02:59,3.51,33.84%,
130624,tweaknews.eu,0.001345481%,-7.12%,"204,906",00:04:40,4.42,16.31%,
94367,multihosters.com,0.001343316%,-30.92%,"180,161",00:06:57,2.60,48.83%,
56845,regpacks.com,0.001333490%,-20.88%,"250,898",00:04:43,5.45,28.92%,
59420,idparts.com,0.001330859%,50.16%,"364,349",00:04:55,6.19,48.28%,
53714,gozapp.com,0.001330661%,-34.19%,"155,533",00:14:59,14.95,2.86%,
60216,amasuite.com,0.001330003%,10.50%,"416,827",00:03:55,3.53,11.54%,
46304,conferenceabstracts.com,0.001329571%,-8.11%,"240,145",00:14:31,14.14,21.34%,
127562,weechat.org,0.001318802%,9.65%,"247,833",00:04:41,3.14,37.13%,
1103828,melablog.it,0.001315255%,,"28,847",00:10:41,3.28,50.23%,
90272,livesurface.com,0.001315066%,,"362,886",00:02:43,3.51,34.08%,
137149,tinygrab.com,0.001313220%,3.91%,"250,971",00:02:40,3.04,38.46%,
295569,uploadify.com,0.001308997%,-4.14%,"99,841",00:02:31,3.49,37.23%,Yes
369603,tcpdf.org,0.001308963%,5.21%,"91,414",00:05:48,3.86,39.86%,Yes
44610,ch3zmoi.com,0.001304544%,33.83%,"282,336",00:12:40,20.40,8.50%,
136101,qtpselenium.com,0.001299957%,0.69%,"143,572",00:02:32,4.26,42.77%,
85536,mp3ify.com,0.001290434%,-0.85%,"166,434",00:03:50,4.79,18.94%,
105637,cheddargetter.com,0.001289813%,32.56%,"193,419",00:04:35,6.12,29.78%,
Estimated Visits,servicenowguru.com,0.001289810%,32.26%,444,126,00:02:23,1.42,74.23%,
78555,globus.org,0.001289278%,-15.22%,"253,297",00:03:59,3.17,48.56%,
379387,mattrunks.com,0.001286481%,,"93,743",00:02:35,2.89,47.59%,
92898,migrationwiz.com,0.001283516%,-7.06%,"187,507",00:07:36,7.69,17.61%,
525007,4sync.com,0.001278594%,-0.10%,"71,114",00:02:56,2.98,45.76%,
108355,paraview.org,0.001276828%,30.93%,"311,104",00:03:44,2.75,47.84%,
134373,serverminer.com,0.001266250%,-22.66%,"113,281",00:02:56,6.79,34.79%,
226499,bluesoleil.com,0.001263975%,14.71%,"130,458",00:05:55,4.08,34.75%,Yes
50525,currencychatter.com,0.001261232%,-53.79%,"271,003",00:04:43,2.76,36.14%,
151686,eudic.net,0.001259778%,-19.73%,"152,187",00:03:44,2.78,40.54%,Yes
131708,ubuntustudio.org,0.001257768%,-15.06%,"213,869",00:02:36,3.45,28.34%,
120853,bibtex.org,0.001245873%,17.49%,"287,442",00:02:44,2.97,42.82%,
46364,medgenehr.com,0.001243413%,3.51%,"329,172",00:35:46,10.11,26.32%,Yes
184322,datalogic.com,0.001241467%,,"166,322",00:02:41,2.98,43.02%,
123556,linuxcnc.org,0.001239799%,-2.91%,"214,013",00:06:55,3.67,38.04%,
4407281,goldesel.to,0.001234968%,,"5,977",00:02:56,3.06,42.93%,
41982,echempax.com,0.001232589%,30.36%,"260,150",00:20:59,26.23,9.85%,
75645,pymol.org,0.001227952%,,"341,596",00:02:36,4.32,32.38%,
344227,scriptgates.com,0.001227004%,-50.36%,"65,737",00:05:37,6.71,9.23%,
2190689,touslesdrivers.com,0.001226443%,-7.94%,"12,892",00:04:58,3.62,33.66%,Yes
42048,acmtech.com,0.001224975%,-16.96%,"313,924",00:08:58,2.94,6.02%,
236807,accrisoft.com,0.001221022%,4.15%,"55,718",00:04:41,9.83,45.92%,
180360,zscaler.com,0.001218753%,21.49%,"127,524",00:02:42,2.55,46.40%,
119081,trustkeeper.net,0.001217836%,6.71%,"179,373",00:27:53,10.83,15.76%,
56211,rubyconf.org,0.001215349%,20.28%,"470,200",00:02:59,3.00,41.67%,
50689,gogotraining.com,0.001214584%,0.09%,"345,223",00:04:56,3.33,36.05%,
55579,samsungipolis.com,0.001213551%,27.08%,"258,925",00:10:45,8.66,21.02%,
110033,vataware.com,0.001209850%,-1.42%,"187,108",00:05:57,3.41,28.19%,
Estimated Visits,itswapshop.com,0.001209789%,12.98%,392,628,00:00:21,0.92,94.17%,Yes
45356,theformtool.com,0.001201582%,17.69%,"353,100",00:11:31,6.47,34.32%,
40588,wemta.org,0.001189894%,4.29%,"435,801",00:02:52,3.60,32.88%,
49138,fishtown.us,0.001188807%,-18.71%,"356,004",00:02:49,3.77,28.56%,
188728,scilor.com,0.001186033%,,"313,196",00:02:44,2.65,38.93%,Yes
40132,virtualparagon.com,0.001183275%,,"1,408,598",00:10:56,11.33,8.81%,
56448,planswift.com,0.001183036%,-8.56%,"350,307",00:04:44,3.60,36.34%,
40102,mtamail.org,0.001181049%,,"330,439",00:04:45,7.85,3.77%,
133944,click.org,0.001169909%,,"211,260",00:06:31,4.62,23.44%,
196417,iar.com,0.001165990%,4.05%,"131,452",00:03:38,2.76,48.61%,
355107,apkarchive.com,0.001164269%,19.50%,"88,385",00:02:57,4.28,40.61%,Yes
134494,genarts.com,0.001162675%,-15.41%,"208,852",00:03:31,5.00,44.61%,
351452,phpdoc.org,0.001161675%,3.45%,"96,628",00:04:55,3.70,46.23%,
157831,apexsql.com,0.001149167%,33.55%,"138,907",00:02:51,3.24,45.12%,
41166,swiftink.com,0.001141126%,,"429,680",00:20:47,28.25,42.78%,
3009579,rpxnow.com,0.001139889%,,"21,574",00:04:56,3.52,34.22%,
3700393,freepik.es,0.001139541%,-25.81%,"5,952",00:05:53,8.91,40.00%,Yes
279658,pyrocms.com,0.001129565%,22.30%,"114,851",00:02:53,2.75,47.24%,
141011,hsqldb.org,0.001125362%,-11.01%,"219,326",00:04:49,2.56,47.08%,
108171,robotframework.org,0.001119801%,18.91%,"250,589",00:02:51,2.94,48.83%,
Estimated Visits,darkoperator.com,0.001119524%,,517,873,00:01:16,1.10,81.77%,
45371,grovesite.com,0.001119309%,,"453,538",00:05:47,6.62,30.35%,
82290,icalshare.com,0.001118774%,-9.77%,"190,373",00:02:49,5.96,34.64%,Yes
37745,irth.com,0.001113005%,-12.88%,"384,763",00:14:52,14.79,0.00%,
56703,zareason.com,0.001112281%,28.73%,"395,085",00:02:54,3.42,26.19%,
60064,digisigner.com,0.001109342%,24.94%,"367,101",00:02:51,3.57,37.74%,
143360,ipredator.se,0.001106172%,,"173,198",00:02:53,6.17,36.79%,
1083761,filsh.net,0.001101124%,1.74%,"24,782",00:05:31,17.87,9.80%,
37866,mriplus.com,0.001098524%,-1.98%,"356,997",00:03:52,5.12,16.64%,
487116,asus.com.cn,0.001093465%,-31.14%,"55,282",00:03:54,4.64,29.73%,
37869,eprintview.com,0.001085203%,9.53%,"446,833",00:02:38,4.46,18.20%,
44444,o2cm.com,0.001082640%,,"543,979",00:06:52,14.44,10.83%,
149841,simplepie.org,0.001075931%,-23.06%,"191,136",00:04:32,4.15,40.32%,
173977,processmaker.com,0.001063435%,,"166,229",00:02:51,2.82,42.31%,
54718,thinkmate.com,0.001059562%,5.36%,"322,195",00:06:41,5.88,39.15%,
112157,monogame.net,0.001054085%,,"183,723",00:03:49,4.33,21.98%,
66835,easyphonetunes.com,0.001049895%,-10.20%,"318,542",00:03:53,2.64,30.02%,
139743,jtable.org,0.001049475%,,"202,649",00:03:39,3.31,47.23%,Yes
75751,xmonad.org,0.001034119%,,"455,347",00:05:54,3.02,47.61%,
108887,graphicsmagick.org,0.001024239%,19.08%,"261,061",00:02:56,2.80,43.10%,
84231,coilcraft.com,0.001018490%,12.63%,"222,995",00:03:52,8.95,29.34%,
110751,dygraphs.com,0.001017714%,16.18%,"186,187",00:02:52,8.06,44.28%,
344513,zone-h.org,0.001016090%,,"79,569",00:02:52,4.53,20.36%,
36961,cashforlaptops.com,0.001013717%,,"555,347",00:03:52,4.12,20.36%,
111133,badking.com.au,0.001010627%,11.31%,"180,973",00:05:51,7.02,44.05%,Yes
44755,workzone.com,0.001009452%,-4.80%,"392,105",00:02:52,3.64,44.55%,
244381,pixela.co.jp,0.001007234%,-13.48%,"96,219",00:04:41,3.82,37.73%,
Estimated Visits,figure53.com,0.001007203%,,390,675,00:03:49,3.84,37.62%,
39450,lattiss.com,0.000999722%,-24.86%,"324,940",00:03:51,6.11,20.19%,Yes
150025,ijoomla.com,0.000997677%,10.93%,"171,154",00:02:35,4.35,39.30%,
319150,samfirmware.com,0.000994698%,1.60%,"96,864",00:02:52,3.64,45.65%,
51985,tradeloop.com,0.000993621%,,"243,326",00:19:57,29.33,27.88%,
48544,mysafilo.com,0.000991022%,6.87%,"317,995",00:04:38,9.21,11.35%,
60376,quarq.com,0.000982147%,,"502,272",00:04:58,4.01,36.96%,
34906,ecartsoft.com,0.000975295%,-0.09%,"447,586",00:08:51,8.67,13.28%,
67935,pybrain.org,0.000974463%,,"416,405",00:04:37,4.15,38.94%,
98313,asug.com,0.000974260%,-2.97%,"232,766",00:04:48,4.77,41.15%,
67051,iscripts.com,0.000971807%,,"245,980",00:05:58,8.06,20.79%,Yes
33089,amphire.com,0.000970371%,-24.67%,"271,829",00:08:55,21.48,34.78%,
37346,insightsc3m.com,0.000968103%,,"392,419",00:11:38,4.96,8.93%,
113196,jointjs.com,0.000967803%,,"200,605",00:05:48,6.54,36.25%,
34935,versacarry.com,0.000967381%,-15.41%,"451,206",00:04:35,3.78,30.74%,
145206,webuzo.com,0.000965936%,8.37%,"234,520",00:04:44,2.76,49.92%,
82443,xcloner.com,0.000960855%,3.89%,"322,433",00:05:31,2.64,42.97%,
37348,whentohelp.com,0.000959069%,,"453,953",00:08:31,7.08,10.46%,
92595,mockupr.com,0.000958106%,,"360,189",00:03:46,4.23,41.38%,
428309,3d66.com,0.000956999%,,"54,117",00:05:47,5.08,45.76%,
70055,kyngchaos.com,0.000956083%,,"391,062",00:04:45,2.80,34.00%,
1222062,aconex.com,0.000956079%,,"27,557",00:03:51,4.57,48.11%,
135252,mountfile.net,0.000954878%,-2.75%,"194,426",00:05:54,3.62,22.68%,
168838,perdisco.com,0.000949611%,,"139,815",00:17:45,9.97,17.56%,
35390,slottr.com,0.000946483%,8.21%,"387,760",00:03:36,2.83,43.63%,Yes
57783,pocketly.com,0.000944583%,0.07%,"368,231",00:05:53,4.70,43.09%,
Estimated Visits,ipmsg.org,0.000944477%,10.96%,186,652,00:01:09,1.25,64.71%,Yes
54758,caddetails.com,0.000942782%,,"151,583",00:03:56,5.73,40.00%,
220527,1337day.com,0.000929929%,-1.74%,"117,343",00:02:39,3.53,31.35%,
34531,webdiner.com,0.000928986%,,"341,967",00:16:59,13.89,27.59%,
61253,murach.com,0.000925811%,-10.62%,"270,682",00:02:33,4.36,29.73%,
76349,opencalais.com,0.000924596%,,"334,359",00:04:33,5.01,50.36%,
45643,okuma.com,0.000924428%,6.53%,"385,941",00:04:53,8.26,32.40%,
224312,activiti.org,0.000921611%,-6.62%,"133,103",00:05:59,4.07,40.18%,
144859,ncomputing.com,0.000921176%,-4.83%,"155,908",00:02:48,3.40,38.36%,
107098,beetailer.com,0.000918744%,-2.43%,"176,521",00:07:52,11.59,42.31%,
709127,prorealtime.com,0.000913905%,-34.64%,"50,270",00:02:49,2.55,18.04%,
301471,atompark.com,0.000904027%,-9.54%,"92,050",00:06:51,4.64,48.74%,
359386,pyrus.com,0.000900669%,,"67,994",00:06:31,6.13,33.63%,
430222,rslinks.org,0.000899401%,-11.87%,"83,270",00:02:39,3.37,32.35%,
74355,recoverymanagerpro.com,0.000899067%,-6.61%,"349,384",00:27:32,12.77,6.83%,
142352,raxco.com,0.000896616%,0.05%,"180,036",00:02:47,3.72,40.86%,
75183,smtpcorp.com,0.000895693%,,"297,814",00:07:55,5.94,16.70%,
88743,madmapper.com,0.000892485%,,"326,664",00:03:59,2.62,41.60%,
73847,remoteutilities.com,0.000892064%,4.11%,"320,665",00:04:43,3.85,39.55%,
101296,shorewall.net,0.000887739%,,"321,591",00:03:39,2.65,44.27%,
